age,workclass,education,marital_status,occupation,race,sex,hours_per_week,native_country,greater_than_50k,greater_than_50k_num
33,government,Some-college,Married,Protective-serv,White,Male,40,United-States,<=50K,0
39,government,Assoc,Never-married,Exec-managerial,White,Male,42,United-States,<=50K,0
59,government,Assoc,Married,Adm-clerical,White,Male,40,United-States,<=50K,0
25,Private,HS-grad,Divorced,Other-service,White,Male,40,United-States,<=50K,0
30,Private,Masters,Married,Adm-clerical,White,Male,40,United-States,>50K,1
36,self-employ,HS-grad,Married,Farming-fishing,White,Male,45,United-States,<=50K,0
44,government,Some-college,Married,Exec-managerial,White,Male,55,United-States,>50K,1
42,government,Bachelors,Married,Prof-specialty,White,Male,40,United-States,<=50K,0
48,self-employ,Some-college,Married,Exec-managerial,White,Male,60,United-States,<=50K,0
27,Private,less-HS,Married,Other-service,White,Female,40,United-States,<=50K,0
17,self-employ,less-HS,Never-married,Sales,White,Female,40,United-States,<=50K,0
74,Private,HS-grad,Divorced,Handlers-cleaners,White,Female,16,United-States,<=50K,0
36,government,Bachelors,Never-married,Protective-serv,White,Male,60,United-States,<=50K,0
69,Private,Bachelors,Divorced,Handlers-cleaners,White,Male,40,United-States,<=50K,0
36,government,Masters,Married,Prof-specialty,White,Female,40,United-States,<=50K,0
42,Private,less-HS,Married,Transport-moving,White,Male,40,United-States,<=50K,0
59,Private,Bachelors,Divorced,Adm-clerical,White,Female,40,United-States,<=50K,0
25,Private,HS-grad,Never-married,Sales,White,Male,40,United-States,<=50K,0
45,self-employ,Bachelors,Married,Exec-managerial,White,Male,51,United-States,<=50K,0
76,Private,HS-grad,Divorced,Adm-clerical,White,Female,8,United-States,<=50K,0
44,government,Masters,Married,Prof-specialty,White,Female,40,United-States,<=50K,0
55,Private,HS-grad,Widowed,Adm-clerical,White,Female,40,United-States,<=50K,0
47,Private,less-HS,Married,Adm-clerical,White,Male,58,United-States,<=50K,0
39,Private,Assoc,Married,Craft-repair,White,Male,40,United-States,<=50K,0
42,Private,Some-college,Divorced,Adm-clerical,Black,Female,40,United-States,<=50K,0
35,Private,HS-grad,Married,Exec-managerial,White,Male,45,United-States,<=50K,0
33,Private,Some-college,Married,Other-service,White,Female,26,United-States,<=50K,0
43,Private,Assoc,Never-married,Adm-clerical,White,Female,38,United-States,<=50K,0
32,Private,HS-grad,Separated,Craft-repair,Black,Male,40,United-States,<=50K,0
24,Private,Some-college,Married,Sales,White,Male,40,United-States,<=50K,0
49,Private,HS-grad,Widowed,Machine-op-inspct,Black,Female,40,United-States,<=50K,0
34,Private,HS-grad,Never-married,Transport-moving,Black,Male,80,United-States,<=50K,0
43,Private,Some-college,Married,Sales,White,Male,40,United-States,>50K,1
45,Private,HS-grad,Married,Machine-op-inspct,Black,Male,40,United-States,<=50K,0
30,Private,HS-grad,Divorced,Exec-managerial,White,Female,40,United-States,<=50K,0
49,Private,Assoc,Married,Sales,White,Male,25,United-States,<=50K,0
43,self-employ,Some-college,Married,Exec-managerial,White,Male,50,United-States,>50K,1
52,Private,Bachelors,Married,Other-service,White,Male,50,United-States,<=50K,0
30,self-employ,less-HS,Never-married,Craft-repair,White,Male,45,United-States,>50K,1
31,Private,HS-grad,Married,Handlers-cleaners,White,Male,40,United-States,<=50K,0
26,government,Some-college,Never-married,Protective-serv,White,Male,40,United-States,<=50K,0
32,Private,Bachelors,Married,Exec-managerial,White,Male,40,United-States,<=50K,0
22,Private,HS-grad,Married,Other-service,White,Male,40,United-States,<=50K,0
45,Private,HS-grad,Married,Transport-moving,Black,Male,24,United-States,<=50K,0
33,Private,Bachelors,Married,Adm-clerical,White,Male,50,United-States,>50K,1
65,Private,Assoc,Married,Exec-managerial,White,Male,40,United-States,<=50K,0
53,Private,Some-college,Married,Machine-op-inspct,White,Male,40,United-States,<=50K,0
20,Private,Some-college,Divorced,Other-service,White,Female,29,United-States,<=50K,0
58,Private,Some-college,Married,Exec-managerial,White,Male,40,United-States,>50K,1
28,self-employ,less-HS,Divorced,Other-service,White,Female,30,United-States,<=50K,0
54,Private,HS-grad,Married,Craft-repair,Black,Male,40,United-States,<=50K,0
25,Private,HS-grad,Never-married,Adm-clerical,White,Male,36,United-States,<=50K,0
25,Private,Some-college,Never-married,Transport-moving,White,Male,50,United-States,<=50K,0
39,government,HS-grad,Married,Protective-serv,White,Male,40,United-States,>50K,1
26,Private,HS-grad,Never-married,Craft-repair,White,Male,40,United-States,<=50K,0
17,Private,less-HS,Never-married,Other-service,White,Male,16,United-States,<=50K,0
33,Private,Bachelors,Married,Exec-managerial,White,Male,40,United-States,>50K,1
34,Private,HS-grad,Married,Exec-managerial,White,Male,60,United-States,>50K,1
34,Private,HS-grad,Married,Other-service,White,Male,40,United-States,>50K,1
24,Private,HS-grad,Never-married,Adm-clerical,White,Female,40,United-States,<=50K,0
38,Private,Some-college,Divorced,Adm-clerical,White,Female,30,United-States,<=50K,0
39,Private,Some-college,Separated,Adm-clerical,Black,Female,40,United-States,<=50K,0
36,Private,Some-college,Divorced,Other-service,White,Female,40,United-States,<=50K,0
28,Private,HS-grad,Married,Craft-repair,White,Male,38,United-States,<=50K,0
23,Private,Some-college,Married,Adm-clerical,White,Male,40,United-States,<=50K,0
28,Private,HS-grad,Married,Transport-moving,White,Male,45,United-States,<=50K,0
52,government,Bachelors,Married,Protective-serv,White,Male,45,United-States,>50K,1
23,government,Some-college,Never-married,Other-service,White,Male,40,United-States,<=50K,0
36,Private,HS-grad,Divorced,Exec-managerial,White,Female,40,United-States,<=50K,0
22,Private,HS-grad,Never-married,Exec-managerial,White,Female,40,United-States,<=50K,0
76,Private,HS-grad,Widowed,Adm-clerical,White,Male,6,United-States,<=50K,0
24,Private,HS-grad,Married,Craft-repair,White,Female,36,United-States,<=50K,0
66,Private,HS-grad,Never-married,Other-service,Black,Female,3,United-States,<=50K,0
25,government,Some-college,Never-married,Tech-support,Black,Male,40,United-States,<=50K,0
48,government,HS-grad,Married,Craft-repair,White,Male,40,United-States,>50K,1
30,Private,Assoc,Never-married,Prof-specialty,White,Female,40,United-States,<=50K,0
45,Private,Some-college,Never-married,Sales,Black,Male,40,United-States,<=50K,0
42,self-employ,HS-grad,Married,Farming-fishing,White,Male,15,United-States,<=50K,0
69,Private,HS-grad,Married,Sales,White,Female,40,United-States,<=50K,0
28,Private,HS-grad,Married,Exec-managerial,White,Male,50,United-States,<=50K,0
49,government,Masters,Married,Prof-specialty,White,Male,45,United-States,>50K,1
58,Private,Some-college,Married,Craft-repair,White,Male,40,United-States,>50K,1
35,Private,Bachelors,Married,Exec-managerial,White,Male,45,United-States,>50K,1
39,Private,Bachelors,Married,Tech-support,White,Male,50,United-States,<=50K,0
28,Private,HS-grad,Never-married,Adm-clerical,White,Female,40,United-States,<=50K,0
31,Private,HS-grad,Married,Craft-repair,White,Male,40,United-States,<=50K,0
34,self-employ,Some-college,Married,Farming-fishing,White,Male,72,United-States,<=50K,0
28,Private,less-HS,Married,Other-service,White,Female,35,United-States,<=50K,0
42,Private,Bachelors,Never-married,Sales,White,Male,60,United-States,<=50K,0
27,Private,Bachelors,Married,Adm-clerical,White,Male,45,United-States,<=50K,0
25,Private,Some-college,Married,Craft-repair,White,Male,40,United-States,<=50K,0
28,Private,Some-college,Never-married,Adm-clerical,White,Female,40,United-States,<=50K,0
19,Private,Some-college,Never-married,Other-service,White,Male,25,United-States,<=50K,0
51,self-employ,Assoc,Never-married,Sales,White,Female,25,United-States,<=50K,0
50,Private,less-HS,Married,Craft-repair,White,Male,40,United-States,<=50K,0
33,Private,Some-college,Married,Exec-managerial,White,Male,50,United-States,>50K,1
21,Private,HS-grad,Never-married,Handlers-cleaners,White,Male,40,United-States,<=50K,0
20,Private,HS-grad,Never-married,Handlers-cleaners,White,Male,40,United-States,<=50K,0
25,Private,Some-college,Never-married,Sales,White,Male,40,United-States,<=50K,0
40,self-employ,HS-grad,Married,Craft-repair,White,Male,40,United-States,<=50K,0
38,Private,Bachelors,Never-married,Other-service,White,Female,35,United-States,<=50K,0
41,Private,HS-grad,Widowed,Machine-op-inspct,White,Female,40,United-States,<=50K,0
31,self-employ,Bachelors,Never-married,Farming-fishing,White,Female,45,United-States,<=50K,0
55,Private,Some-college,Married,Craft-repair,White,Male,52,United-States,<=50K,0
28,Private,HS-grad,Never-married,Exec-managerial,White,Female,45,United-States,<=50K,0
69,Private,HS-grad,Widowed,Handlers-cleaners,White,Female,8,United-States,<=50K,0
53,government,Doctorate,Married,Adm-clerical,White,Male,50,United-States,>50K,1
29,Private,HS-grad,Separated,Other-service,White,Female,40,United-States,<=50K,0
46,Private,HS-grad,Divorced,Craft-repair,White,Male,40,United-States,<=50K,0
17,Private,less-HS,Never-married,Sales,White,Female,18,United-States,<=50K,0
20,Private,HS-grad,Never-married,Handlers-cleaners,White,Male,40,United-States,<=50K,0
28,Private,Assoc,Married,Prof-specialty,White,Male,40,United-States,>50K,1
23,Private,HS-grad,Never-married,Handlers-cleaners,White,Male,40,United-States,<=50K,0
20,Private,Masters,Never-married,Exec-managerial,White,Male,25,United-States,<=50K,0
44,Private,Assoc,Married,Sales,White,Male,40,United-States,>50K,1
17,government,less-HS,Never-married,Farming-fishing,White,Male,40,United-States,<=50K,0
38,Private,less-HS,Never-married,Other-service,White,Female,17,United-States,<=50K,0
19,Private,HS-grad,Never-married,Sales,White,Female,40,United-States,<=50K,0
49,Private,Some-college,Divorced,Prof-specialty,White,Male,44,United-States,>50K,1
24,Private,Some-college,Never-married,Handlers-cleaners,White,Female,30,United-States,<=50K,0
34,Private,Some-college,Never-married,Prof-specialty,White,Female,40,United-States,<=50K,0
32,Private,Bachelors,Married,Sales,White,Male,50,United-States,>50K,1
37,Private,Some-college,Married,Sales,White,Female,40,United-States,>50K,1
31,Private,HS-grad,Married,Adm-clerical,White,Female,37,United-States,<=50K,0
46,government,HS-grad,Divorced,Adm-clerical,White,Female,25,United-States,<=50K,0
19,Private,Some-college,Never-married,Adm-clerical,White,Male,40,United-States,<=50K,0
31,Private,Bachelors,Never-married,Sales,White,Male,40,United-States,>50K,1
44,Private,Masters,Married,Exec-managerial,White,Female,24,United-States,>50K,1
35,Private,Bachelors,Married,Exec-managerial,White,Male,60,United-States,<=50K,0
80,Private,Some-college,Never-married,Prof-specialty,White,Male,60,United-States,<=50K,0
40,Private,Prof-school,Married,Prof-specialty,White,Male,40,United-States,>50K,1
59,self-employ,Masters,Married,Sales,White,Male,40,United-States,<=50K,0
25,Private,HS-grad,Never-married,Sales,Black,Male,40,United-States,<=50K,0
29,Private,Some-college,Never-married,Sales,White,Female,25,United-States,<=50K,0
51,Private,Some-college,Married,Exec-managerial,White,Female,10,United-States,>50K,1
30,self-employ,Some-college,Married,Exec-managerial,White,Female,25,United-States,<=50K,0
24,Private,Bachelors,Married,Prof-specialty,White,Male,40,United-States,<=50K,0
56,Private,HS-grad,Married,Craft-repair,White,Male,35,United-States,>50K,1
64,Private,HS-grad,Married,Transport-moving,White,Male,40,United-States,<=50K,0
28,self-employ,HS-grad,Married,Farming-fishing,White,Male,70,United-States,>50K,1
19,Private,less-HS,Divorced,Sales,White,Female,20,United-States,<=50K,0
60,Private,Masters,Married,Transport-moving,White,Male,10,United-States,<=50K,0
36,Private,HS-grad,Married,Craft-repair,White,Male,40,United-States,>50K,1
37,government,Bachelors,Married,Other-service,White,Male,40,United-States,>50K,1
41,Private,HS-grad,Never-married,Adm-clerical,White,Female,40,United-States,<=50K,0
28,Private,Prof-school,Never-married,Prof-specialty,White,Female,50,United-States,<=50K,0
40,government,Masters,Married,Prof-specialty,White,Male,35,United-States,>50K,1
20,Private,Some-college,Never-married,Sales,White,Female,20,United-States,<=50K,0
20,Private,HS-grad,Never-married,Adm-clerical,White,Male,20,United-States,<=50K,0
35,Private,Masters,Never-married,Prof-specialty,White,Male,60,United-States,>50K,1
30,government,HS-grad,Married,Protective-serv,Black,Male,40,United-States,<=50K,0
23,Private,Bachelors,Never-married,Prof-specialty,White,Female,36,United-States,<=50K,0
41,self-employ,Masters,Married,Exec-managerial,White,Male,70,United-States,>50K,1
90,self-employ,HS-grad,Never-married,Exec-managerial,White,Male,12,United-States,<=50K,0
19,Private,HS-grad,Never-married,Handlers-cleaners,White,Male,16,United-States,<=50K,0
53,Private,Bachelors,Married,Exec-managerial,White,Male,50,United-States,>50K,1
46,Private,HS-grad,Never-married,Handlers-cleaners,White,Male,5,United-States,<=50K,0
22,Private,HS-grad,Never-married,Sales,White,Female,35,United-States,<=50K,0
37,self-employ,Prof-school,Married,Prof-specialty,White,Male,50,United-States,>50K,1
46,Private,Assoc,Married,Prof-specialty,White,Male,60,United-States,<=50K,0
26,Private,Assoc,Never-married,Adm-clerical,White,Female,45,United-States,<=50K,0
29,Private,Some-college,Married,Other-service,White,Male,35,United-States,<=50K,0
36,Private,HS-grad,Married,Machine-op-inspct,White,Male,50,United-States,>50K,1
18,self-employ,less-HS,Never-married,Farming-fishing,White,Male,30,United-States,<=50K,0
39,Private,Bachelors,Separated,Sales,White,Male,50,United-States,<=50K,0
62,Private,Bachelors,Widowed,Exec-managerial,White,Male,50,United-States,>50K,1
67,Private,Prof-school,Married,Prof-specialty,White,Male,48,United-States,>50K,1
35,Private,Assoc,Divorced,Craft-repair,White,Male,45,United-States,>50K,1
20,Private,Some-college,Never-married,Adm-clerical,White,Male,25,United-States,<=50K,0
54,self-employ,Masters,Divorced,Sales,White,Male,60,United-States,<=50K,0
29,Private,HS-grad,Separated,Sales,White,Female,35,United-States,<=50K,0
45,government,Bachelors,Separated,Prof-specialty,White,Female,40,United-States,<=50K,0
56,Private,HS-grad,Widowed,Other-service,White,Female,40,United-States,<=50K,0
51,government,Doctorate,Married,Exec-managerial,White,Male,55,United-States,>50K,1
46,Private,Assoc,Married,Exec-managerial,White,Male,40,United-States,>50K,1
61,government,HS-grad,Widowed,Prof-specialty,White,Female,40,United-States,<=50K,0
24,Private,HS-grad,Married,Craft-repair,White,Male,60,United-States,<=50K,0
28,Private,HS-grad,Never-married,Sales,White,Female,48,United-States,<=50K,0
53,Private,Bachelors,Married,Adm-clerical,White,Male,40,United-States,>50K,1
65,Private,Assoc,Married,Adm-clerical,White,Male,15,United-States,<=50K,0
31,Private,Bachelors,Never-married,Farming-fishing,White,Male,40,United-States,<=50K,0
21,government,Some-college,Never-married,Other-service,Black,Male,20,United-States,<=50K,0
52,Private,Some-college,Married,Craft-repair,White,Male,45,United-States,>50K,1
24,Private,Some-college,Never-married,Handlers-cleaners,Black,Male,40,United-States,<=50K,0
23,Private,HS-grad,Never-married,Machine-op-inspct,White,Male,40,United-States,<=50K,0
28,Private,HS-grad,Married,Exec-managerial,Black,Male,40,United-States,>50K,1
32,Private,Some-college,Never-married,Sales,White,Male,35,United-States,<=50K,0
45,self-employ,Assoc,Married,Farming-fishing,White,Male,60,United-States,<=50K,0
49,Private,HS-grad,Married,Other-service,Black,Male,40,United-States,<=50K,0
28,Private,HS-grad,Never-married,Other-service,White,Male,40,United-States,<=50K,0
47,Private,Bachelors,Married,Exec-managerial,White,Male,44,United-States,>50K,1
62,Private,Some-college,Widowed,Exec-managerial,White,Female,16,United-States,<=50K,0
38,self-employ,Masters,Married,Prof-specialty,Black,Male,60,United-States,>50K,1
25,Private,HS-grad,Never-married,Machine-op-inspct,White,Male,40,United-States,<=50K,0
61,Private,Bachelors,Divorced,Sales,Black,Male,48,United-States,>50K,1
19,government,Some-college,Never-married,Prof-specialty,White,Male,10,United-States,<=50K,0
19,Private,Some-college,Never-married,Sales,White,Female,40,United-States,<=50K,0
27,Private,Some-college,Never-married,Sales,White,Female,40,United-States,<=50K,0
34,Private,HS-grad,Married,Handlers-cleaners,White,Male,40,United-States,<=50K,0
28,Private,less-HS,Never-married,Machine-op-inspct,Black,Male,45,United-States,<=50K,0
58,Private,less-HS,Married,Transport-moving,White,Male,50,United-States,>50K,1
18,government,less-HS,Never-married,Farming-fishing,White,Male,40,United-States,<=50K,0
27,Private,Assoc,Married,Farming-fishing,White,Male,40,United-States,<=50K,0
21,Private,Some-college,Never-married,Sales,White,Female,8,United-States,<=50K,0
19,Private,Some-college,Never-married,Protective-serv,White,Male,8,United-States,<=50K,0
58,Private,Assoc,Divorced,Adm-clerical,White,Female,60,United-States,<=50K,0
80,Private,Some-college,Widowed,Adm-clerical,White,Female,20,United-States,<=50K,0
44,government,HS-grad,Married,Protective-serv,White,Male,38,United-States,<=50K,0
44,self-employ,HS-grad,Married,Farming-fishing,White,Male,40,United-States,>50K,1
19,Private,Some-college,Never-married,Other-service,White,Male,20,United-States,<=50K,0
22,Private,Bachelors,Never-married,Adm-clerical,White,Female,30,United-States,<=50K,0
21,Private,Some-college,Never-married,Sales,White,Female,25,United-States,<=50K,0
28,Private,HS-grad,Never-married,Machine-op-inspct,White,Female,40,United-States,<=50K,0
51,Private,Some-college,Divorced,Exec-managerial,Black,Female,50,United-States,<=50K,0
31,self-employ,Bachelors,Never-married,Craft-repair,White,Male,55,United-States,<=50K,0
25,government,Bachelors,Never-married,Protective-serv,White,Male,40,United-States,<=50K,0
23,government,Some-college,Never-married,Prof-specialty,White,Male,40,United-States,<=50K,0
36,Private,Bachelors,Married,Craft-repair,White,Male,40,United-States,>50K,1
49,government,Assoc,Married,Craft-repair,White,Male,40,United-States,<=50K,0
20,self-employ,HS-grad,Never-married,Farming-fishing,White,Male,40,United-States,<=50K,0
19,Private,less-HS,Never-married,Other-service,Black,Female,20,United-States,<=50K,0
68,Private,Some-college,Widowed,Sales,White,Male,40,United-States,<=50K,0
22,Private,HS-grad,Never-married,Adm-clerical,White,Female,40,United-States,<=50K,0
29,self-employ,Bachelors,Never-married,Sales,White,Female,40,United-States,<=50K,0
30,Private,HS-grad,Married,Transport-moving,White,Male,70,United-States,>50K,1
35,Private,HS-grad,Separated,Other-service,Black,Male,40,United-States,<=50K,0
44,Private,less-HS,Married,Adm-clerical,White,Male,40,United-States,>50K,1
34,Private,HS-grad,Never-married,Transport-moving,White,Male,40,United-States,<=50K,0
43,self-employ,Bachelors,Married,Prof-specialty,White,Female,35,United-States,<=50K,0
53,Private,HS-grad,Divorced,Other-service,White,Female,40,United-States,<=50K,0
54,self-employ,less-HS,Married,Craft-repair,White,Male,36,United-States,<=50K,0
52,Private,HS-grad,Married,Machine-op-inspct,White,Male,48,United-States,>50K,1
44,Private,less-HS,Divorced,Craft-repair,White,Male,40,United-States,<=50K,0
39,Private,Bachelors,Never-married,Prof-specialty,White,Female,63,United-States,<=50K,0
20,Private,Some-college,Never-married,Adm-clerical,White,Female,40,United-States,<=50K,0
38,Private,Some-college,Married,Machine-op-inspct,Black,Male,40,United-States,<=50K,0
27,self-employ,Some-college,Never-married,Adm-clerical,White,Female,45,United-States,<=50K,0
20,Private,Some-college,Never-married,Other-service,White,Male,40,United-States,<=50K,0
37,Private,Assoc,Married,Transport-moving,White,Male,50,United-States,>50K,1
31,Private,HS-grad,Widowed,Craft-repair,White,Female,40,United-States,<=50K,0
33,self-employ,Some-college,Never-married,Farming-fishing,White,Male,72,United-States,<=50K,0
37,Private,Prof-school,Married,Prof-specialty,White,Male,50,United-States,>50K,1
56,government,Some-college,Divorced,Protective-serv,Black,Male,48,United-States,<=50K,0
37,government,HS-grad,Married,Protective-serv,White,Male,40,United-States,<=50K,0
17,Private,less-HS,Never-married,Other-service,Black,Male,17,United-States,<=50K,0
31,Private,less-HS,Never-married,Other-service,White,Male,40,United-States,<=50K,0
34,Private,HS-grad,Divorced,Sales,White,Female,35,United-States,<=50K,0
39,Private,Some-college,Divorced,Sales,White,Female,40,United-States,<=50K,0
30,Private,Bachelors,Widowed,Prof-specialty,White,Female,55,United-States,>50K,1
60,Private,Bachelors,Divorced,Prof-specialty,White,Female,42,United-States,<=50K,0
24,Private,HS-grad,Never-married,Other-service,White,Female,40,United-States,<=50K,0
52,government,HS-grad,Separated,Other-service,White,Female,35,United-States,<=50K,0
35,Private,Some-college,Married,Sales,White,Male,43,United-States,>50K,1
39,Private,Bachelors,Married,Exec-managerial,White,Male,40,United-States,>50K,1
40,Private,Assoc,Married,Prof-specialty,White,Male,40,United-States,<=50K,0
40,Private,HS-grad,Divorced,Other-service,White,Female,36,United-States,<=50K,0
56,Private,less-HS,Divorced,Craft-repair,White,Male,49,United-States,<=50K,0
44,government,Masters,Married,Prof-specialty,White,Male,40,United-States,>50K,1
47,Private,Assoc,Married,Craft-repair,White,Male,40,United-States,>50K,1
45,Private,Some-college,Married,Handlers-cleaners,White,Male,40,United-States,<=50K,0
46,Private,Masters,Married,Prof-specialty,White,Male,35,United-States,>50K,1
47,Private,HS-grad,Married,Sales,White,Male,40,United-States,>50K,1
47,Private,HS-grad,Married,Handlers-cleaners,Black,Female,40,United-States,<=50K,0
34,self-employ,Some-college,Married,Exec-managerial,White,Male,30,United-States,<=50K,0
47,Private,Some-college,Married,Machine-op-inspct,White,Male,46,United-States,<=50K,0
47,government,Some-college,Divorced,Adm-clerical,Black,Female,40,United-States,<=50K,0
55,Private,Bachelors,Married,Prof-specialty,White,Male,40,United-States,>50K,1
25,Private,Bachelors,Never-married,Exec-managerial,White,Female,40,United-States,>50K,1
26,Private,HS-grad,Never-married,Craft-repair,White,Male,36,United-States,<=50K,0
46,Private,Masters,Married,Exec-managerial,White,Male,45,United-States,>50K,1
22,Private,HS-grad,Separated,Adm-clerical,White,Female,40,United-States,<=50K,0
20,Private,HS-grad,Never-married,Craft-repair,White,Male,40,United-States,<=50K,0
47,Private,Assoc,Married,Prof-specialty,White,Male,40,United-States,>50K,1
37,Private,HS-grad,Divorced,Craft-repair,White,Male,50,United-States,<=50K,0
36,Private,Masters,Married,Prof-specialty,White,Female,44,United-States,>50K,1
55,government,HS-grad,Married,Transport-moving,White,Male,44,United-States,<=50K,0
61,government,less-HS,Married,Transport-moving,White,Male,40,United-States,<=50K,0
60,Private,Some-college,Married,Craft-repair,White,Male,45,United-States,<=50K,0
49,government,less-HS,Separated,Other-service,Black,Female,40,United-States,<=50K,0
43,Private,Bachelors,Never-married,Adm-clerical,White,Female,40,United-States,<=50K,0
27,Private,less-HS,Married,Handlers-cleaners,White,Male,40,United-States,<=50K,0
29,Private,HS-grad,Married,Craft-repair,White,Male,40,United-States,<=50K,0
31,Private,Some-college,Separated,Tech-support,Black,Female,40,United-States,<=50K,0
25,Private,HS-grad,Never-married,Handlers-cleaners,White,Male,40,United-States,<=50K,0
18,Private,HS-grad,Never-married,Handlers-cleaners,White,Female,15,United-States,<=50K,0
23,Private,Some-college,Never-married,Tech-support,White,Male,40,United-States,<=50K,0
54,Private,Masters,Married,Prof-specialty,White,Male,40,United-States,>50K,1
53,Private,HS-grad,Married,Exec-managerial,White,Male,60,United-States,>50K,1
36,Private,HS-grad,Divorced,Exec-managerial,White,Female,40,United-States,<=50K,0
53,Private,Masters,Married,Exec-managerial,White,Male,55,United-States,>50K,1
38,Private,Bachelors,Married,Exec-managerial,White,Male,40,United-States,>50K,1
40,self-employ,Bachelors,Married,Prof-specialty,White,Female,40,United-States,<=50K,0
45,Private,HS-grad,Divorced,Sales,White,Female,40,United-States,<=50K,0
39,Private,Bachelors,Married,Craft-repair,White,Male,40,United-States,>50K,1
30,Private,HS-grad,Separated,Transport-moving,White,Male,44,United-States,<=50K,0
29,Private,Bachelors,Married,Sales,White,Male,40,United-States,>50K,1
36,Private,HS-grad,Married,Craft-repair,White,Male,60,United-States,>50K,1
39,Private,Some-college,Divorced,Exec-managerial,White,Male,50,United-States,>50K,1
24,Private,HS-grad,Divorced,Other-service,White,Female,40,United-States,<=50K,0
26,Private,Bachelors,Never-married,Tech-support,White,Male,40,United-States,<=50K,0
32,self-employ,HS-grad,Married,Farming-fishing,White,Male,40,United-States,<=50K,0
25,Private,HS-grad,Never-married,Adm-clerical,Black,Male,40,United-States,<=50K,0
31,self-employ,HS-grad,Never-married,Craft-repair,White,Male,50,United-States,<=50K,0
61,Private,HS-grad,Married,Craft-repair,White,Male,37,United-States,<=50K,0
50,self-employ,Prof-school,Married,Prof-specialty,White,Male,60,United-States,>50K,1
46,Private,HS-grad,Never-married,Other-service,White,Female,24,United-States,<=50K,0
50,government,Masters,Never-married,Prof-specialty,White,Male,38,United-States,<=50K,0
41,Private,HS-grad,Divorced,Other-service,White,Female,40,United-States,<=50K,0
42,Private,HS-grad,Married,Transport-moving,White,Male,43,United-States,<=50K,0
35,Private,HS-grad,Divorced,Adm-clerical,White,Female,40,United-States,<=50K,0
36,Private,Bachelors,Married,Exec-managerial,White,Male,40,United-States,<=50K,0
64,government,HS-grad,Widowed,Other-service,White,Female,40,United-States,<=50K,0
45,Private,HS-grad,Never-married,Adm-clerical,White,Male,40,United-States,<=50K,0
40,Private,Masters,Never-married,Exec-managerial,White,Female,40,United-States,>50K,1
46,Private,Some-college,Married,Transport-moving,White,Male,40,United-States,>50K,1
49,Private,Bachelors,Divorced,Exec-managerial,Black,Female,60,United-States,>50K,1
38,Private,Some-college,Never-married,Exec-managerial,White,Female,40,United-States,<=50K,0
64,government,Some-college,Never-married,Transport-moving,White,Male,40,United-States,<=50K,0
37,self-employ,HS-grad,Married,Other-service,White,Male,42,United-States,<=50K,0
34,Private,Some-college,Divorced,Adm-clerical,White,Female,40,United-States,<=50K,0
30,Private,Assoc,Never-married,Prof-specialty,White,Female,40,United-States,<=50K,0
49,Private,HS-grad,Widowed,Tech-support,White,Male,40,United-States,<=50K,0
22,Private,HS-grad,Never-married,Handlers-cleaners,White,Male,20,United-States,<=50K,0
23,Private,Bachelors,Never-married,Adm-clerical,White,Female,40,United-States,<=50K,0
49,Private,Bachelors,Married,Sales,White,Male,60,United-States,>50K,1
21,Private,HS-grad,Never-married,Protective-serv,White,Male,40,United-States,<=50K,0
47,Private,Bachelors,Divorced,Sales,White,Male,45,United-States,<=50K,0
19,Private,HS-grad,Never-married,Sales,White,Male,40,United-States,<=50K,0
30,Private,less-HS,Divorced,Transport-moving,White,Male,40,United-States,<=50K,0
51,Private,HS-grad,Married,Prof-specialty,White,Male,40,United-States,<=50K,0
31,Private,HS-grad,Divorced,Craft-repair,White,Male,45,United-States,<=50K,0
28,Private,HS-grad,Married,Machine-op-inspct,Black,Male,40,United-States,<=50K,0
27,Private,Some-college,Married,Transport-moving,White,Male,48,United-States,<=50K,0
31,Private,Assoc,Married,Sales,White,Male,40,United-States,>50K,1
26,Private,HS-grad,Separated,Other-service,White,Male,40,United-States,<=50K,0
30,Private,HS-grad,Married,Adm-clerical,White,Male,40,United-States,<=50K,0
28,Private,Masters,Never-married,Tech-support,White,Female,40,United-States,<=50K,0
34,Private,HS-grad,Divorced,Transport-moving,White,Male,40,United-States,<=50K,0
36,Private,HS-grad,Married,Transport-moving,Black,Male,45,United-States,<=50K,0
61,Private,less-HS,Married,Transport-moving,Black,Male,40,United-States,<=50K,0
18,Private,less-HS,Never-married,Other-service,White,Female,20,United-States,<=50K,0
17,Private,less-HS,Never-married,Other-service,White,Male,25,United-States,<=50K,0
52,government,HS-grad,Married,Protective-serv,Black,Male,40,United-States,>50K,1
32,Private,HS-grad,Separated,Other-service,White,Female,30,United-States,<=50K,0
37,Private,Bachelors,Never-married,Craft-repair,White,Male,40,United-States,<=50K,0
19,Private,HS-grad,Never-married,Adm-clerical,White,Male,40,United-States,<=50K,0
39,Private,Some-college,Never-married,Adm-clerical,White,Female,40,United-States,<=50K,0
20,Private,HS-grad,Never-married,Craft-repair,White,Male,20,United-States,<=50K,0
32,Private,Bachelors,Married,Exec-managerial,White,Male,45,United-States,>50K,1
36,Private,HS-grad,Married,Adm-clerical,White,Female,40,United-States,>50K,1
42,Private,Bachelors,Divorced,Exec-managerial,White,Female,40,United-States,<=50K,0
36,Private,Some-college,Married,Exec-managerial,White,Female,33,United-States,<=50K,0
