instnm,city,stabbr,preddeg,region,locale,adm_rate,actcmmid,ugds,costt4_a,costt4_p,tuitionfee_in,tuitionfee_out,debt_mdn,grad_debt_mdn,female
Raritan Valley Community College,Branchburg,NJ,Associate Degree,Mid East,Rural: Fringe,NA,NA,6856,11313,NA,4416,5376,5350,8686,0.489327427
Stevens Institute of Technology,Hoboken,NJ,Bachelor Degree,Mid East,Suburb: Large,0.4388,31,3114,64255,NA,50554,50554,26000,27000,0.284735812
Stockton University,Galloway,NJ,Bachelor Degree,Mid East,Suburb: Midsize,0.8153,22,8242,27603,NA,13404,20357,18188,20875,0.613031915
Talmudical Academy-New Jersey,Adelphia,NJ,Bachelor Degree,Mid East,Suburb: Large,0.8125,NA,60,20000,NA,13300,13300,NA,NA,NA
Teterboro School of Aeronautics,Teterboro,NJ,Certificate Degree,Mid East,Suburb: Large,NA,NA,254,NA,15778,NA,NA,12000,12000,NA
Thomas Edison State University,Trenton,NJ,Bachelor Degree,Mid East,City: Small,NA,NA,10787,NA,NA,7300,9820,7303,11099,0.502898057
The College of New Jersey,Ewing,NJ,Bachelor Degree,Mid East,Suburb: Large,0.4753,NA,6850,33046,NA,16149,27578,21194.5,23250,0.57700943
Union County College,Cranford,NJ,Associate Degree,Mid East,Suburb: Large,NA,NA,9317,8931,NA,4804,9608,5500,10500,0.614864865
William Paterson University of New Jersey,Wayne,NJ,Bachelor Degree,Mid East,Suburb: Large,0.9239,21,8710,23710,NA,12652,19654,17708,23500,0.562691802
Olympian Academy of Cosmetology,Alamogordo,NM,Certificate Degree,Southwest,Town: Remote,NA,NA,842,NA,20540,NA,NA,7667,9500,0.876601484
Central New Mexico Community College,Albuquerque,NM,Certificate Degree,Southwest,City: Large,NA,NA,19840,9399,NA,1578,7170,4044,6000,0.563147974
Navajo Technical University,Crownpoint,NM,Certificate Degree,Southwest,Rural: Remote,NA,NA,1257,11176,NA,4070,4070,NA,NA,0.570765661
De Wolff College Hair Styling and Cosmetology,Albuquerque,NM,Certificate Degree,Southwest,City: Large,NA,NA,12,NA,11907,NA,NA,5500,7000,NA
New Mexico State University-Dona Ana,Las Cruces,NM,Associate Degree,Southwest,Rural: Fringe,NA,NA,5600,11370,NA,1728,5496,10500,17000,0.576561404
Clovis Community College,Clovis,NM,Certificate Degree,Southwest,Town: Remote,NA,NA,1848,11295,NA,1296,2904,4000,4500,0.703529412
Eastern New Mexico University-Main Campus,Portales,NM,Bachelor Degree,Southwest,Town: Remote,0.6045,19,3431,16475,NA,6013,11788,8276,14611,0.582059533
Eastern New Mexico University-Roswell Campus,Roswell,NM,Certificate Degree,Southwest,Town: Remote,NA,NA,1462,11093,NA,2256,5616,8276,14611,0.582059533
Institute of American Indian and Alaska Native Culture and Arts Development,Santa Fe,NM,Bachelor Degree,Southwest,Rural: Fringe,1,NA,329,20263,NA,4960,4960,NA,NA,0.534090909
New Mexico Highlands University,Las Vegas,NM,Bachelor Degree,Southwest,Town: Remote,NA,NA,1858,17527,NA,5954,9288,9409,13478,0.628500824
New Mexico Junior College,Hobbs,NM,Associate Degree,Southwest,Town: Remote,NA,NA,2182,9444,NA,1320,1968,4461.5,6500,0.615577889
New Mexico Military Institute,Roswell,NM,Associate Degree,Southwest,Town: Remote,0.4226,20,419,13566,NA,4318,13301,5500,6625,0.167286245
University of New Mexico-Gallup Campus,Gallup,NM,Associate Degree,Southwest,Rural: Fringe,NA,NA,1723,11476,NA,1932,4708,12500,19203,0.583267293
New Mexico Institute of Mining and Technology,Socorro,NM,Bachelor Degree,Southwest,Town: Remote,0.2168,26,1358,20727,NA,7183,20991,11709.5,19500,0.254945055
University of New Mexico-Los Alamos Campus,Los Alamos,NM,Associate Degree,Southwest,Town: Distant,NA,NA,682,12157,NA,2224,5588,12500,19203,0.583267293
University of New Mexico-Main Campus,Albuquerque,NM,Bachelor Degree,Southwest,City: Large,0.6704,22,18912,18937,NA,7448,22038,12500,19203,0.583267293
New Mexico State University-Alamogordo,Alamogordo,NM,Associate Degree,Southwest,Rural: Fringe,NA,NA,717,11643,NA,2064,5376,10500,17000,0.576561404
New Mexico State University-Carlsbad,Carlsbad,NM,Associate Degree,Southwest,Rural: Fringe,NA,NA,705,12863,NA,1276,4108,10500,17000,0.576561404
New Mexico State University-Grants,Grants,NM,Associate Degree,Southwest,Town: Remote,NA,NA,288,11514,NA,2064,4104,10500,17000,0.576561404
New Mexico State University-Main Campus,Las Cruces,NM,Bachelor Degree,Southwest,Suburb: Midsize,0.6384,21,11173,17124,NA,6461,21022,10500,17000,0.576561404
University of New Mexico-Valencia County Campus,Los Lunas,NM,Certificate Degree,Southwest,Rural: Fringe,NA,NA,1341,11770,NA,1758,5130,12500,19203,0.583267293
Northern New Mexico College,Espanola,NM,Associate Degree,Southwest,Town: Distant,NA,NA,878,13834,NA,4765,13619,5250,10000,0.585812357
San Juan College,Farmington,NM,Certificate Degree,Southwest,City: Small,NA,NA,5172,10319,NA,1474,4114,4725,8132.5,0.672131148
Santa Fe Community College,Santa Fe,NM,Certificate Degree,Southwest,Suburb: Small,NA,NA,3153,13636,NA,1755,4605,9500,10500,0.600476569
Santa Fe University of Art and Design,Santa Fe,NM,Bachelor Degree,Southwest,City: Small,NA,NA,161,45123,NA,32346,32346,10500,25000,0.556862745
University of the Southwest,Hobbs,NM,Bachelor Degree,Southwest,Rural: Fringe,0.352,NA,509,25630,NA,16200,16200,9500,20000,0.47740113
Southwestern College,Santa Fe,NM,Entirely Graduate Degree,Southwest,City: Small,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern Indian Polytechnic Institute,Albuquerque,NM,Associate Degree,Southwest,Suburb: Large,NA,NA,360,11733,NA,1095,1095,NA,NA,0.519823789
University of New Mexico-Taos Campus,Ranchos de Taos,NM,Associate Degree,Southwest,Rural: Fringe,NA,NA,671,12535,NA,1974,4854,12500,19203,0.583267293
Mesalands Community College,Tucumcari,NM,Certificate Degree,Southwest,Town: Remote,NA,NA,456,12788,NA,1812,2916,NA,NA,0.50867052
Vogue College of Cosmetology-Santa Fe,Santa Fe,NM,Certificate Degree,Southwest,City: Small,NA,NA,61,NA,16169,NA,NA,9500,10556,NA
Western New Mexico University,Silver City,NM,Bachelor Degree,Southwest,Town: Remote,NA,NA,1762,18171,NA,6066,13539,10750,21875,0.577339902
Vaughn College of Aeronautics and Technology,Flushing,NY,Associate Degree,Mid East,City: Large,NA,NA,1496,38214,NA,24550,24550,13000,23375,0.12723449
Adelphi University,Garden City,NY,Bachelor Degree,Mid East,Suburb: Large,0.7312,25,5162,48521,NA,37170,37170,20375.5,25000,0.721112077
Adirondack Community College,Queensbury,NY,Associate Degree,Mid East,Suburb: Small,NA,NA,3034,12932,NA,5119,9511,6884,12000,0.574909279
Bryant & Stratton College-Albany,Albany,NY,Associate Degree,Mid East,Suburb: Large,NA,NA,360,22092,NA,16694,16694,9618,23054.5,0.817159033
Albany College of Pharmacy and Health Sciences,Albany,NY,Bachelor Degree,Mid East,City: Small,0.7855,26,886,45595,NA,33621,33621,25000,27000,0.603174603
Albany Law School,Albany,NY,Entirely Graduate Degree,Mid East,City: Small,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Albany Medical College,Albany,NY,Entirely Graduate Degree,Mid East,City: Small,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alfred University,Alfred,NY,Bachelor Degree,Mid East,Town: Remote,0.6273,24,1621,42249,NA,28114,28114,22500,27000,0.463882619
Allen School-Brooklyn,Brooklyn,NY,Certificate Degree,Mid East,City: Large,NA,NA,67,NA,28354,NA,NA,9500,9500,0.910240718
The Ailey School,New York,NY,Certificate Degree,Mid East,City: Large,0.4792,NA,113,33818,NA,12265,12265,9500,9750,0.789473684
American Academy of Dramatic Arts-New York,New York,NY,Associate Degree,Mid East,City: Large,0.7916,NA,269,53042,NA,34170,34170,12000,12000,0.595238095
American Academy McAllister Institute of Funeral Service,New York,NY,Associate Degree,Mid East,City: Large,NA,NA,480,24668,NA,17085,17085,6850,17800,0.677184466
Joffrey Ballet School,New York,NY,Certificate Degree,Mid East,City: Large,0.4644,NA,167,32915,NA,15649,15649,9125,NA,NA
American Musical and Dramatic Academy,New York,NY,Certificate Degree,Mid East,City: Large,0.212,NA,1515,50983,NA,37370,37370,12000,12000,0.69637224
Apex Technical School,Long Island City,NY,Certificate Degree,Mid East,City: Large,NA,NA,1094,NA,22467,NA,NA,9500,9500,0.03255814
Arnot Ogden Medical Center,Elmira,NY,Certificate Degree,Mid East,City: Small,0.8182,NA,68,NA,20027,NA,NA,19500,NA,NA
Associated Beth Rivkah Schools,Brooklyn,NY,Certificate Degree,Mid East,City: Large,0.9747,NA,144,17191,NA,7500,7500,NA,NA,NA
Bank Street College of Education,New York,NY,Entirely Graduate Degree,Mid East,City: Large,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bard College,Annandale-On-Hudson,NY,Bachelor Degree,Mid East,Town: Fringe,0.5821,NA,1846,68528,NA,52906,52906,20297.5,25140,0.61971831
Barnard College,New York,NY,Bachelor Degree,Mid East,City: Large,0.1542,32,2540,68512,NA,52662,52662,16964,18000,NA
Berk Trade and Business School,Long Island City,NY,Certificate Degree,Mid East,City: Large,NA,NA,220,NA,18842,NA,NA,6333,6333,0.022727273
Berkeley College-New York,New York,NY,Bachelor Degree,Mid East,City: Large,NA,NA,3608,35229,NA,25300,25300,14333,29164.5,0.652948044
Beth Hatalmud Rabbinical College,Brooklyn,NY,Associate Degree,Mid East,City: Large,0.6,NA,11,NA,NA,8500,8500,NA,NA,NA
Beth Hamedrash Shaarei Yosher Institute,Brooklyn,NY,Bachelor Degree,Mid East,City: Large,0.9643,NA,54,14650,NA,9150,9150,NA,NA,NA
Phillips School of Nursing at Mount Sinai Beth Israel,New York,NY,Associate Degree,Mid East,City: Large,0.2,NA,178,NA,NA,34700,34700,16500,19500,0.783783784
Brittany Beauty Academy,Brooklyn,NY,Certificate Degree,Mid East,City: Large,NA,NA,81,NA,29777,NA,NA,8099,8401.5,NA
Boricua College,New York,NY,Bachelor Degree,Mid East,City: Large,NA,NA,769,20660,NA,11025,11025,4712.5,5575,0.756684492
Briarcliffe College,Bohemia,NY,Bachelor Degree,Mid East,Suburb: Large,NA,NA,108,NA,NA,NA,NA,23064,27799,0.692015209
Brittany Beauty Academy,Levittown,NY,Certificate Degree,Mid East,Suburb: Large,NA,NA,164,NA,29738,NA,NA,7024,7654,0.959134615
American Beauty School,Bronx,NY,Certificate Degree,Mid East,City: Large,NA,NA,167,NA,10908,NA,NA,3452,4123,NA
Brooklyn Law School,Brooklyn,NY,Entirely Graduate Degree,Mid East,City: Large,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SUNY Broome Community College,Binghamton,NY,Associate Degree,Mid East,Suburb: Midsize,NA,NA,5228,12968,NA,5165,9747,5750,11467,0.555555556
Bryant & Stratton College-Amherst,Getzville,NY,Associate Degree,Mid East,Suburb: Large,NA,NA,258,21187,NA,16601,16601,9618,23054.5,0.817159033
Bryant & Stratton College-Syracuse North,Liverpool,NY,Associate Degree,Mid East,Suburb: Large,NA,NA,257,20459,NA,16701,16701,9618,23054.5,0.817159033
Bryant & Stratton College-Syracuse,Syracuse,NY,Associate Degree,Mid East,City: Midsize,NA,NA,438,23215,NA,17550,17550,9618,23054.5,0.817159033
Bryant & Stratton College-Buffalo,Buffalo,NY,Associate Degree,Mid East,City: Large,NA,NA,457,22299,NA,16995,16995,9618,23054.5,0.817159033
Bryant & Stratton College-Greece,Rochester,NY,Associate Degree,Mid East,Suburb: Large,NA,NA,216,20912,NA,17213,17213,9618,23054.5,0.817159033
Canisius College,Buffalo,NY,Bachelor Degree,Mid East,City: Large,0.7819,25,2324,46994,NA,36454,36454,20500,25000,0.540880503
Capri Cosmetology Learning Centers,Nanuet,NY,Certificate Degree,Mid East,Suburb: Large,NA,NA,245,NA,19506,NA,NA,5500,6065.5,0.969907407
St Paul's School of Nursing-Queens,Rego Park,NY,Associate Degree,Mid East,City: Large,NA,NA,582,41731,NA,36771,36771,20000,21780,0.88028169
Cayuga County Community College,Auburn,NY,Associate Degree,Mid East,Town: Distant,NA,NA,2157,11783,NA,5116,9660,6500,NA,0.654691689
Cazenovia College,Cazenovia,NY,Bachelor Degree,Mid East,Town: Fringe,0.924,NA,836,48503,NA,33656,33656,19500,26500,0.739526412
Central Yeshiva Tomchei Tmimim Lubavitz,Brooklyn,NY,Bachelor Degree,Mid East,City: Large,0.9149,NA,453,18902,NA,7700,7700,NA,NA,NA
Cheryl Fells School of Business,Niagara Falls,NY,Certificate Degree,Mid East,Suburb: Large,NA,NA,30,NA,18081,NA,NA,13000,NA,0.5
Christ the King Seminary,East Aurora,NY,Entirely Graduate Degree,Mid East,Rural: Fringe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Christine Valmy International School for Esthetics Skin Care & Makeup,New York,NY,Certificate Degree,Mid East,City: Large,NA,NA,387,NA,18055,NA,NA,4900,4926,0.970786517
Circle in the Square Theatre School,New York,NY,Certificate Degree,Mid East,City: Large,0.5217,NA,60,41690,NA,17540,17540,12000,NA,0.567567568
Clarkson University,Potsdam,NY,Bachelor Degree,Mid East,Town: Remote,0.6571,27,2991,63747,NA,47950,47950,24250,27000,0.299855491
Clinton Community College,Plattsburgh,NY,Associate Degree,Mid East,Town: Distant,NA,NA,950,12038,NA,5782,11038,6500,11784,0.543504172
Cochran School of Nursing,Yonkers,NY,Associate Degree,Mid East,Suburb: Large,NA,NA,120,NA,NA,NA,NA,17656,20000,0.844444444
Colgate Rochester Crozer Divinity School,Rochester,NY,Entirely Graduate Degree,Mid East,City: Midsize,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colgate University,Hamilton,NY,Bachelor Degree,Mid East,Town: Distant,0.2814,32,2854,67290,NA,53980,53980,15500,16125,0.576496674
Metropolitan College of New York,New York,NY,Bachelor Degree,Mid East,City: Large,0.9127,NA,772,31591,NA,19180,19180,21459,34500,0.788571429
Columbia University in the City of New York,New York,NY,Bachelor Degree,Mid East,City: Large,0.0661,33,8170,71972,NA,57208,57208,18794,21406,0.447272727
Columbia-Greene Community College,Hudson,NY,Associate Degree,Mid East,Rural: Fringe,NA,NA,1083,11068,NA,4888,9424,6938,10831,0.610512129
Empire Beauty School-Queens,Astoria,NY,Certificate Degree,Mid East,City: Large,NA,NA,160,NA,20018,NA,NA,7753,10689,0.934460017
Concordia College-New York,Bronxville,NY,Bachelor Degree,Mid East,Suburb: Large,0.7553,21,1086,41105,NA,31600,31600,23500,25000,0.694063927
Continental School of Beauty Culture-Buffalo,Buffalo,NY,Certificate Degree,Mid East,City: Large,NA,NA,39,NA,22834,NA,NA,6333,9500,0.938461539
Continental School of Beauty Culture-Batavia,Batavia,NY,Certificate Degree,Mid East,Town: Distant,NA,NA,26,NA,21499,NA,NA,9500,10667,0.919075145
Continental School of Beauty Culture-Rochester,Rochester,NY,Certificate Degree,Mid East,Suburb: Large,NA,NA,322,NA,24316,NA,NA,6333,7167,0.946962392
Cooper Union for the Advancement of Science and Art,New York,NY,Bachelor Degree,Mid East,City: Large,0.1305,31,854,58756,NA,45100,45100,10000,14750,0.314136126
Cornell University,Ithaca,NY,Bachelor Degree,Mid East,City: Small,0.1267,33,14815,67613,NA,52853,52853,12305,12742,0.533558075
Weill Cornell Medical College,New York,NY,Entirely Graduate Degree,Mid East,City: Large,NA,NA,NA,NA,NA,NA,NA,12305,12742,0.533558075
Corning Community College,Corning,NY,Associate Degree,Mid East,Rural: Fringe,NA,NA,2367,11763,NA,5076,9594,7000,12000,0.570523892
Pomeroy College of Nursing at Crouse Hospital,Syracuse,NY,Associate Degree,Mid East,City: Midsize,0.6444,NA,265,20249,NA,12145,12145,14250,16085,0.875
Culinary Institute of America,Hyde Park,NY,Associate Degree,Mid East,Suburb: Large,0.9718,NA,3116,44775,NA,31616,31616,12000,14000,0.523832685
CUNY Bernard M Baruch College,New York,NY,Bachelor Degree,Mid East,City: Large,0.2925,NA,14903,13510,NA,7062,14452,8437,10723.5,0.514732303
CUNY Borough of Manhattan Community College,New York,NY,Associate Degree,Mid East,City: Large,NA,NA,25457,13204,NA,5170,8050,5000,6500,0.575172658
CUNY Bronx Community College,Bronx,NY,Associate Degree,Mid East,City: Large,NA,NA,10170,13246,NA,5206,8086,5162,7000,0.586999086
CUNY Brooklyn College,Brooklyn,NY,Bachelor Degree,Mid East,City: Large,0.4043,NA,13712,13404,NA,7040,14430,7750,10500,0.588327581
College of Staten Island CUNY,Staten Island,NY,Bachelor Degree,Mid East,City: Large,NA,NA,12118,14405,NA,7090,14480,7556.5,14000,0.56395570799999994
CUNY City College,New York,NY,Bachelor Degree,Mid East,City: Large,0.4637,NA,12480,13698,NA,6940,14330,8615,11580,0.537749288
CUNY Graduate School and University Center,New York,NY,Bachelor Degree,Mid East,City: Large,NA,NA,1854,NA,NA,NA,NA,6000,8000,0.77294686
CUNY Hostos Community College,Bronx,NY,Associate Degree,Mid East,City: Large,NA,NA,6540,13618,NA,5208,8088,4900,6000,0.674539051
CUNY Hunter College,New York,NY,Bachelor Degree,Mid East,City: Large,0.4018,NA,15820,13347,NA,6982,14372,9000,11598.5,0.671951618
CUNY John Jay College of Criminal Justice,New York,NY,Bachelor Degree,Mid East,City: Large,0.3875,NA,12426,14067,NA,7070,14460,7500,10000,0.609853068
CUNY Kingsborough Community College,Brooklyn,NY,Associate Degree,Mid East,City: Large,NA,NA,10915,13060,NA,5252,8132,4980,6000,0.543336059
CUNY LaGuardia Community College,Long Island City,NY,Associate Degree,Mid East,City: Large,NA,NA,15743,13217,NA,5218,8098,4013.5,5500,0.594282632
CUNY Lehman College,Bronx,NY,Bachelor Degree,Mid East,City: Large,0.35,NA,10949,13568,NA,7010,14400,7499,9993,0.71029969
CUNY Medgar Evers College,Brooklyn,NY,Associate Degree,Mid East,City: Large,NA,NA,6204,14681,NA,6952,14342,5500,9700,0.717970283
CUNY New York City College of Technology,Brooklyn,NY,Associate Degree,Mid East,City: Large,0.772,NA,16214,13635,NA,6920,14310,6500,10266,0.457400722
CUNY Queens College,Queens,NY,Bachelor Degree,Mid East,City: Large,0.4273,NA,15762,13815,NA,7138,14528,7750,10700,0.567189953
CUNY Queensborough Community College,Bayside,NY,Associate Degree,Mid East,City: Large,NA,NA,13341,12561,NA,5210,8090,5000,6100,0.538703192
CUNY School of Law,Long Island City,NY,Entirely Graduate Degree,Mid East,City: Large,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CUNY York College,Jamaica,NY,Bachelor Degree,Mid East,City: Large,0.4447,NA,7058,13958,NA,6958,14348,6114.5,8163,0.692650997
CVPH Medical Center School of Radiologic Technology,Plattsburgh,NY,Certificate Degree,Mid East,Town: Distant,NA,NA,12,NA,13511,NA,NA,12000,NA,NA
D'Youville College,Buffalo,NY,Bachelor Degree,Mid East,City: Large,0.9667,23,1664,35547,NA,25870,25870,19500,25453,0.752314815
Daemen College,Amherst,NY,Bachelor Degree,Mid East,Suburb: Large,0.4942,NA,1768,38010,NA,27990,27990,14679,21500,0.726229508
Yeshiva of Far Rockaway Derech Ayson Rabbinical Seminary,Far Rockaway,NY,Bachelor Degree,Mid East,City: Large,0.9474,NA,33,22250,NA,11750,11750,NA,NA,NA
Dominican College of Blauvelt,Orangeburg,NY,Bachelor Degree,Mid East,Suburb: Large,0.6895,20,1413,41986,NA,28448,28448,14250,25500,0.68558952
Dutchess Community College,Poughkeepsie,NY,Associate Degree,Mid East,Suburb: Large,NA,NA,5655,13301,NA,4236,7932,5500,9000,0.562110783
Belanger School of Nursing,Schenectady,NY,Associate Degree,Mid East,City: Small,0.2,NA,114,16145,NA,11014,11014,9500,14889,0.872727273
Elmira Business Institute,Elmira,NY,Associate Degree,Mid East,City: Small,NA,NA,205,54800,NA,21700,21700,22625,24791.5,0.713450292
Elmira College,Elmira,NY,Bachelor Degree,Mid East,City: Small,0.8511,NA,908,54272,NA,41900,41900,23250,27000,0.711155379
Erie Community College,Buffalo,NY,Associate Degree,Mid East,City: Large,NA,NA,9356,11027,NA,5575,10141,5000,7956.5,0.51068316
Fashion Institute of Technology,New York,NY,Associate Degree,Mid East,City: Large,0.4704,NA,7924,16991,NA,5483,14863,15250,19488,0.83929258
Finger Lakes Community College,Canandaigua,NY,Associate Degree,Mid East,Rural: Fringe,NA,NA,3417,15192,NA,5096,9618,7244,11000,0.553060485
Five Towns College,Dix Hills,NY,Bachelor Degree,Mid East,Suburb: Large,0.9053,NA,614,31441,NA,19360,19360,17250,25676,0.286885246
Fordham University,Bronx,NY,Bachelor Degree,Mid East,City: Large,0.4644,29,9403,65105,NA,50986,50986,21500,26000,0.613884298
The International Culinary Center,New York,NY,Certificate Degree,Mid East,City: Large,NA,NA,462,NA,53281,NA,NA,6333,6333,0.448
Fulton-Montgomery Community College,Johnstown,NY,Associate Degree,Mid East,Rural: Fringe,NA,NA,1776,14971,NA,5020,9470,7687.5,11813.5,0.561832061
Gemological Institute of America-New York,New York,NY,Certificate Degree,Mid East,City: Large,NA,NA,164,NA,36753,NA,NA,8233,NA,0.579365079
