post_code,seq_key,fips,pub_seq,lib_code,name,addr,city,zip,zip4,phone,service_pop,num_main,num_branch,num_bookmobile,num_other,fte_lib_ms,fte_lib,fte_other,fte_tot,inc_local,inc_state,inc_fed,inc_other,inc_total,opx_sal,opx_ben,opx_tot_st,opx_tot_cl,opx_oth,opx_total,cap_outlay,col_books,col_audio,col_film,col_video,col_c_serial,pshours,attendance,reference_trans,circulation,ill_out,ill_in
OH,0177,39,0177,277C,MORLEY LIBRARY,184 PHELPS ST.,PAINESVILLE,44077,3976,2163523383,34987,1,0,1,0,6.6,11.5,16.35,27.85,273245,786903,0,62962,1123110,501819,108499,610318,228728,164765,1003811,45216,82305,5260,0,3298,225,3450,NA,3640,634214,440,305
OH,0178,39,0178,278C,PATASKALA PUBLIC LIBRARY,101 S. VINE ST.,PATASKALA,43062,9210,6149279986,13842,1,0,0,3,1,4.4,4.68,9.08,85,294811,0,16993,311889,132886,19256,152142,73315,39741,265198,3678,50152,1103,2,400,79,2900,37856,6968,94851,583,476
OH,0179,39,0179,279C,PAULDING COUNTY CARNEGIE LIBRARY,205 S. MAIN ST.,PAULDING,45879,1492,4193992032,20488,1,1,0,0,1,11.33,1,12.33,0,382334,700,48402,431436,141970,23499,165469,86753,69989,322211,136927,45160,1927,6,379,183,2925,56056,14560,92827,127,379
OH,0180,39,0180,280C,PEMBERVILLE PUBLIC LIBRARY,375 E. FRONT ST.,PEMBERVILLE,43450,9701,4192874012,7032,1,1,0,0,0,3,3.69,6.69,676,246442,0,16790,263908,112979,27028,140007,50338,34183,224528,4295,47579,3228,17,379,152,4100,50960,4888,103264,115,475
OH,0181,39,0181,281C,PENINSULA LIBRARY,6105 RIVERVIEW RD.,PENINSULA,44264,9643,2166572291,2645,1,0,0,0,2.65,2.65,3.3,5.95,0,168876,0,14868,183744,102788,17336,120124,20803,35437,176364,0,38905,1310,2,907,91,3200,36452,4524,63965,272,253
OH,0182,39,0182,282C,PERRY PUBLIC LIBRARY,3753 MAIN ST.,PERRY,44081,9501,2162593300,6404,1,0,0,0,2.15,4.3,4.55,8.85,456204,211487,0,115253,782944,135071,27448,162519,38664,78533,279716,534081,38910,2348,0,807,NA,2700,NA,9464,99357,1,199
OH,0183,39,0183,283C,WAY PUBLIC LIBRARY,101 E. INDIANA AVE.,PERRYSBURG,43551,2295,4198743135,24679,1,0,0,0,3,7,14.85,21.85,1519,673340,0,68469,743328,395401,101252,496653,102241,119463,718357,2803,77647,6843,1,1096,313,3350,226720,34684,375807,1055,669
OH,0184,39,0184,284C,PICKERINGTON PUBLIC LIBRARY,15 E. COLUMBUS,PICKERINGTON,43147,1397,6148374104,14428,1,0,0,0,0,2,7,9,0,357701,0,31867,389568,124894,23381,148275,50555,78899,277729,24765,34430,2056,NA,1634,219,2900,115700,17420,169746,43,212
OH,0185,39,0185,285C,FLESH PUBLIC LIBRARY,124 W. GREENE ST.,PIQUA,45356,2399,5137736753,24643,1,0,0,0,2,3,12.1,15.1,0,444316,0,39294,483610,264634,54042,318676,77410,69613,465699,4309,96092,4688,NA,2489,175,3150,NA,NA,309018,0,713
OH,0186,39,0186,286C,PLAIN CITY PUBLIC LIBRARY,305 W. MAIN ST.,PLAIN CITY,43064,1148,6148734912,8401,1,0,0,0,0,2.2,1.99,4.19,0,182954,0,24112,207066,46016,5911,51927,44905,27873,124705,780,24829,665,NA,1379,78,2700,NA,10400,104477,7,4
OH,0187,39,0187,287C,MEIGS COUNTY DISTRICT PUBLIC LIBRARY,200 E. SECOND ST.,POMEROY,45769,1032,6149925813,22987,1,1,1,2,0,2,7.5,9.5,0,427063,0,26068,453131,116981,16395,133376,33699,53736,220811,105217,23598,168,28,421,90,3600,51532,1820,116649,28,403
OH,0188,39,0188,288C,IDA RUPP PUBLIC LIBRARY,310 MADISON ST.,PORT CLINTON,43452,1921,4197323212,25988,1,1,0,3,2.23,3.23,10.72,13.94,0,446125,0,88636,534761,245679,36558,282237,82481,184882,549600,3762,55849,1688,0,1042,221,3900,142220,12948,196941,312,1056
OH,0189,39,0189,289C,PORTSMOUTH PUBLIC LIBRARY,1220 GALLIA ST.,PORTSMOUTH,45662,4185,6143545688,80327,1,4,1,0,3,12,21.4,33.4,78,1512306,0,88695,1601079,479991,129134,609125,176147,219382,1004654,657199,197355,872,20,721,324,18425,114400,NA,546586,948,460
OH,0190,39,0190,290C,REED MEMORIAL LIBRARY,167 E. MAIN ST.,RAVENNA,44266,3197,2162962827,22334,1,0,0,1,5,5,12.92,17.92,0,561331,0,34969,596300,241811,50310,292121,139672,113762,545555,9714,64551,3213,75,1028,215,3150,166400,11544,166632,172,266
OH,0191,39,0191,291C,RICHWOOD-NORTH UNION PUBLIC LIBRARY,4 E. OTTAWA ST.,RICHWOOD,43344,1296,6149433054,8919,1,0,0,0,0,1,3.97,4.97,0,193677,0,13482,207159,66910,26550,93460,37148,21508,152116,17964,57744,17,NA,1301,103,2950,NA,NA,97775,0,0
OH,0192,39,0192,292C,UNION TOWNSHIP PUBLIC LIBRARY,27 MAIN,RIPLEY,45167,1231,5133924871,11793,1,0,0,0,0,1.9,4.23,6.13,0,308117,0,19379,327496,71847,11092,82939,49635,52879,185453,129180,33309,196,0,950,175,2500,89492,17992,195222,9,112
OH,0193,39,0193,293C,ROCK CREEK PUBLIC LIBRARY,2988 HIGH ST.,ROCK CREEK,44084,9703,2165633340,10022,1,0,0,0,0,1.43,1.35,2.78,0,81839,0,9564,91403,35605,6325,41930,19646,22528,84104,8413,13194,373,0,659,89,2850,31200,6240,40426,5,47
OH,0194,39,0194,294C,ROCKFORD CARNEGIE LIBRARY,162 S. MAIN ST.,ROCKFORD,45882,-1-1,4193632630,5015,1,0,0,0,0,1,2.2,3.2,0,123433,2094,3438,128965,40935,10377,51312,24316,22489,98117,27694,23648,406,0,209,112,2500,18200,2600,34484,NA,179
OH,0195,39,0195,295C,ROCKY RIVER PUBLIC LIBRARY,1600 HAMPTON RD.,ROCKY RIVER,44116,2699,2163337610,19870,1,0,0,0,9.35,9.35,28.43,37.78,786611,534355,0,176865,1497831,700567,121648,822215,239148,251183,1312546,115861,93452,5902,0,1266,330,3500,231660,38324,409101,14,1210
OH,0196,39,0196,296C,ROSSFORD PUBLIC LIBRARY,720 DIXIE HIGHWAY,ROSSFORD,43460,1289,4196660924,11973,1,0,0,0,3.5,3.5,10.45,13.95,1393,388333,0,70660,460386,200882,57452,258334,77619,72242,408195,15992,55215,NA,0,NA,250,3000,NA,NA,182990,624,231
OH,0197,39,0197,297C,SABINA PUBLIC LIBRARY,11 E. ELM ST.,SABINA,45169,1330,5135842319,7337,1,0,0,0,0,3.13,0.13,3.25,0,127432,0,8510,135942,44540,6368,50908,31173,22644,104725,2704,17175,177,NA,429,76,2600,52780,4316,71067,26,39
OH,0198,39,0198,298C,SALEM PUBLIC LIBRARY,821 E. STATE ST.,SALEM,44460,2298,2163320042,17193,1,0,0,0,3,4,11.13,15.13,0,461171,0,67224,528395,215148,42530,257678,80526,108046,446250,38989,53649,1634,0,523,191,3000,164996,4368,232986,74,348
OH,0199,39,0199,299C,"SANDUSKY, LIBRARY ASSOCIATION OF",114 W. ADAMS ST.,SANDUSKY,44870,2791,4196253834,46166,1,1,0,2,7.47,7.47,33.39,40.85,0,1053311,791,119949,1174051,578797,129045,707842,255833,282196,1245871,37949,94893,5172,46,3106,291,5350,390936,47372,466322,1743,3299
OH,0200,39,0200,300C,SHAKER HEIGHTS PUBLIC LIBRARY,3450 LEE RD.,SHAKER HEIGHTS,44120,-1-1,2169912030,30616,1,1,0,0,11,23.3,22.83,46.13,1465513,1273806,0,160678,2899997,1139825,230508,1370333,429967,356933,2157233,23515,217702,1838,0,2378,462,6875,NA,148876,708543,3283,3542
OH,0201,39,0201,301C,PERRY COOK MEMORIAL PUBLIC LIBRARY,42 COUNTY RD.,SHAUCK,43349,9999,4193627181,6976,1,0,0,0,0,3.33,0.25,3.58,0,93910,0,2286,96196,31645,3245,34890,30535,14141,79566,533,21125,20,NA,682,60,2500,16120,119028,35921,0,0
OH,0202,39,0202,302C,MARVIN MEMORIAL LIBRARY,29 W. WHITNEY,SHELBY,44875,1252,4193475576,13501,1,0,0,3,2.11,2.11,8.66,10.76,0,335200,0,41772,376972,127301,20699,148000,55540,39196,242736,13586,51315,1629,4,218,140,2900,76596,NA,124552,11,145
OH,0203,39,0203,303C,AMOS MEMORIAL PUBLIC LIBRARY,230 E. NORTH ST.,SIDNEY,45365,2733,5134928354,44915,1,4,0,0,5,5,24.7,29.7,0,928304,16853,102062,1047219,448918,97531,546449,204460,154229,905138,102080,107072,11497,0,3654,286,8400,NA,NA,324359,7,792
OH,0204,39,0204,304C,CLARK COUNTY PUBLIC LIBRARY,137 E. HIGH ST.,SPRINGFIELD,45501,----,5133238616,127072,1,4,3,NA,7,15.28,49.55,64.83,0,2749822,16422,306500,3072744,1064734,225067,1289801,400031,610088,2299920,88937,312224,10197,352,1862,486,17000,541580,79560,925020,5,1019
OH,0205,39,0205,305C,ST. CLAIRSVILLE PUBLIC LIBRARY,108 W. MAIN ST.,ST. CLAIRSVILLE,43950,1225,6146952062,11527,1,0,0,0,1,2,9.55,11.55,0,280567,0,16214,296781,125220,15702,140922,64937,70799,276658,9437,49101,2525,1,521,136,2875,141336,8112,148090,1411,658
OH,0206,39,0206,306C,COMMUNITY PUBLIC LIBRARY,140 S. CHESTNUT ST.,ST. MARYS,45885,1151,4193947471,26879,1,0,0,0,1,3,5.2,8.2,0,221640,588,18977,241205,124409,20068,144477,41134,49106,234717,476,47684,847,2,564,156,2800,114400,6500,109768,119,547
OH,0207,39,0207,307C,ST. PARIS PUBLIC LIBRARY,127 E. MAIN ST.,ST. PARIS,43072,9702,5136634349,10534,1,0,0,1,0,2.5,0.88,3.38,0,143642,0,19627,163269,34673,5268,39941,36551,15403,91895,447,20730,0,0,682,62,3400,26000,90688,39719,0,4
OH,0208,39,0208,308C,"STEUBENVILLE & JEFFERSON COUNTY, PL OF",407 S. 4TH ST.,STEUBENVILLE,43952,2942,6142829782,80298,1,7,1,0,2,10.88,34.03,44.9,0,1600315,34007,159173,1793495,531728,118023,649751,289250,309363,1248364,568141,148224,2566,105,2180,231,16900,412516,8736,525599,1566,3612
OH,0209,39,0209,309C,STOW PUBLIC LIBRARY,3512 DARROW RD.,STOW,44224,-1-1,2166883295,29766,1,0,0,0,4.3,8.2,15.1,23.3,0,712483,23649,165750,901882,379285,67028,446313,150267,239901,836481,7823,102213,1944,NA,1370,241,3400,NA,46332,526095,8841,13238
OH,0210,39,0210,310C,COMMUNITY LIBRARY,ON THE SQUARE,SUNBURY,43074,-1-1,6149653901,12866,1,0,0,0,0,9.83,3.13,12.95,0,370590,0,31840,402430,207331,49609,256940,64274,57111,378325,13053,75188,347,NA,2315,240,2700,97864,10348,269382,NA,431
OH,0211,39,0211,311C,SWANTON PUBLIC LIBRARY,305 CHESTNUT ST.,SWANTON,43558,-1-1,4198262760,8205,1,0,0,2,1,2,5.55,7.55,135,230904,0,38251,269290,130300,21813,152113,42917,54945,249975,20759,80635,1748,1,282,140,3150,NA,NA,133162,89,252
OH,0212,39,0212,312C,MOHAWK COMMUNITY LIBRARY,E. 7TH ST.,SYCAMORE,44882,-1-1,4199272407,5888,1,0,0,0,0,2.18,0.3,2.48,24,82767,0,12745,95536,30118,4013,34131,12911,17515,64557,4478,19887,154,0,426,46,2500,33384,NA,71239,NA,NA
OH,0213,39,0213,313C,TIFFIN-SENECA PUBLIC LIBRARY,77 JEFFERSON ST.,TIFFIN,44883,-1-1,4194473751,32794,1,0,1,3,3.05,3.05,14.94,17.99,0,637324,0,122383,759707,280815,55483,336298,137273,96364,569935,5205,98500,3617,71,1427,376,3550,128180,19812,290380,NA,NA
OH,0214,39,0214,314C,TIPP CITY PUBLIC LIBRARY,11 E. MAIN ST.,TIPP CITY,45371,-1-1,5136673826,11487,1,0,0,0,0,3,5.43,8.43,0,277176,0,39667,316843,122631,29311,151942,38632,40712,231286,13887,53743,761,NA,1233,120,2850,92768,510640,158333,NA,83
OH,0215,39,0215,315C,TOLEDO-LUCAS COUNTY PUBLIC LIBRARY,325 MICHIGAN ST.,TOLEDO,43624,1614,4192557055,462361,1,18,2,3,103.5,117.2,209.37,326.57,4556238,10874833,66460,1054336,16551867,6789813,2210566,9000379,2353631,2434706,13788716,1379504,1788836,12704,1986,23048,NA,55550,3151200,21580,5432736,6679,2648
OH,0216,39,0216,316C,TROY-MIAMI COUNTY PUBLIC LIBRARY,419 W. MAIN ST.,TROY,45373,3243,5133390502,35056,1,1,1,8,4.09,7.29,18.13,25.42,0,843222,0,91195,934417,417117,82783,499900,180725,113457,794082,31658,159569,5663,6,1758,312,7050,339352,NA,503265,0,620
OH,0217,39,0217,317C,TWINSBURG PUBLIC LIBRARY,9840 RAVENNA RD.,TWINSBURG,44087,1796,2164254268,8787,1,0,0,0,2.54,2.54,9.08,11.62,0,415410,0,23023,438433,201344,35636,236980,112976,114480,464436,12339,58711,NA,NA,NA,NA,3150,140348,10972,261031,951,1500
OH,0218,39,0218,318C,UPPER ARLINGTON PUBLIC LIBRARY,2800 TREMONT RD.,UPPER ARLINGTON,43221,3199,6144869621,36875,1,2,0,1,14.45,14.45,63.66,78.1,2620,2220405,0,235284,2458309,1306861,429727,1736588,429156,423400,2589144,53923,350723,23983,NA,12100,488,9475,825656,78832,1265107,858,379
OH,0219,39,0219,319C,UPPER SANDUSKY COMMUNITY LIBRARY,301 N. SANDUSKY AVE.,UPPER SANDUSKY,43351,1345,4192941345,10938,1,0,0,0,0,1,5.98,6.98,0,202470,0,27191,229661,90460,21924,112384,26025,34613,173022,9633,37203,1098,NA,228,139,3200,98800,10400,101065,4,5
OH,0220,39,0220,320C,CHAMPAIGN COUNTY LIBRARY,160 W. MARKET ST.,URBANA,43078,2097,5136533811,20871,1,0,1,0,2,3.75,6.88,10.63,97135,337246,0,47162,481543,140579,23966,164545,53762,108098,326405,36746,50558,1354,45,571,175,3100,72228,12220,165695,0,76
OH,0221,39,0221,321C,BRUMBACK LIBRARY,215 W. MAIN ST.,VAN WERT,45891,1695,4192382168,30464,1,3,0,1,0,4,12.38,16.38,0,483732,0,12638,496370,214009,55220,269229,127315,102760,499304,10695,73737,1107,NA,976,212,5475,136292,NA,239266,165,394
OH,0222,39,0222,322C,RITTER PUBLIC LIBRARY,5680 LIBERTY AVE.,VERMILION,44089,1196,2169673798,13931,1,0,0,0,3,3,7.58,10.58,1436,337910,0,137680,477026,154248,25102,179350,112635,94296,386281,7561,36256,440,NA,1091,195,2850,97344,18928,195035,719,970
OH,0223,39,0223,323C,WORCH MEMORIAL PUBLIC LIBRARY,161 E. MAIN ST.,VERSAILLES,45380,1519,5135263516,5716,1,0,0,0,0,2.88,0.6,3.48,0,149830,0,22897,172727,62414,8020,70434,38212,22808,131454,25740,24036,500,40,400,130,2600,78000,3120,85926,300,69
OH,0224,39,0224,324C,ELLA M. EVERHARD PUBLIC LIBRARY,132 BROAD ST.,WADSWORTH,44281,1850,2163345761,20266,1,0,2,6,2,4,16.55,20.55,66,628177,0,70967,699210,275422,42217,317639,206789,186986,711414,4415,91599,4156,13,2416,189,5300,NA,5096,466493,2420,1737
OH,0225,39,0225,325C,AUGLAIZE COUNTY DISTRICT PUBLIC LIBRARY,203 PERRY ST.,WAPAKONETA,45895,1999,4197382921,17706,1,5,1,0,1,6.42,13.5,19.92,0,701859,4825,34820,741504,292384,42152,334536,117883,82038,534457,46696,134543,281,NA,1181,160,9175,176800,18200,308960,159,400
OH,0226,39,0226,326C,WARREN-TRUMBULL COUNTY PUBLIC LIBRARY,444 MAHONING AVE. N.W.,WARREN,44483,4606,2163998807,153536,1,4,1,0,11,13,46.13,59.13,0,1905261,0,117202,2022463,974037,260868,1234905,280885,343054,1858844,193248,178840,6233,3,1810,305,12875,337792,124852,606737,1076,618
OH,0227,39,0227,327C,CARNEGIE PUBLIC LIBRARY LIBRARY,127 S. NORTH ST.,WASHINGTON CH,43160,2283,6143352540,27466,1,1,0,7,2,3,9.9,12.9,0,424129,2900,36916,463945,200460,43765,244225,57637,78821,380683,214622,51349,1472,0,167,130,4500,101608,43264,164653,216,1617
OH,0228,39,0228,328C,WAUSEON PUBLIC LIBRARY,117 E. ELM ST.,WAUSEON,43567,1444,4193356626,7650,1,0,0,4,3,3,4.1,7.1,13916,171750,0,39640,225306,104553,13767,118320,54534,50692,223546,60,48729,3099,9,933,204,2700,56576,5980,108006,109,301
OH,0229,39,0229,329C,GARNET A. WILSON PL OF PIKE CO,207 N. MARKET ST.,WAVERLY,45690,1138,6149474921,24249,1,0,0,9,0,2,7.68,9.68,0,447388,0,17868,465256,142639,39478,182117,39577,102253,323947,134459,25505,578,1,934,129,3000,121680,2392,154283,73,913
OH,0230,39,0230,330C,WAYNE PUBLIC LIBRARY,137 E. MAIN ST.,WAYNE,43466,-1-1,4192882708,11515,1,2,0,0,0,2.6,4.66,7.26,574,209103,0,27884,237561,100816,14019,114835,39274,36310,190419,1424,55130,1138,0,720,120,4875,41600,4680,110625,90,58
OH,0231,39,0231,331C,MARY L. COOK PUBLIC LIBRARY,120 S. 4TH ST.,WAYNESVILLE,45068,-1-1,5138974826,7096,1,0,0,0,1.79,2.42,5.53,7.95,0,347721,0,35698,383419,133732,13838,147570,99207,76033,322810,26941,39732,546,3,2507,150,3200,68276,10400,122588,109,261
OH,0232,39,0232,332C,HERRICK MEMORIAL PUBLIC LIBRARY,101 PUBLIC SQUARE,WELLINGTON,44090,-1-1,2166472120,5386,1,0,0,0,1,2,5,7,8668,254193,0,22261,285122,106057,18351,124408,44955,86393,255756,19865,37860,2155,3,146,165,2800,63180,1924,87193,5,278
OH,0233,39,0233,333C,SYLVESTER MEMORIAL WELLSTON PUBLIC LIBRARY,135 E. SECOND ST.,WELLSTON,45692,-1-1,6143846660,9485,1,0,0,0,1,2,4.98,6.98,0,221935,0,11822,233757,92894,24610,117504,56015,47089,220608,13504,28339,249,0,804,96,2500,88192,14560,108464,NA,NA
OH,0234,39,0234,334C,WELLSVILLE CARNEGIE PUBLIC LIBRARY,115 NINTH ST.,WELLSVILLE,43968,1431,2165321526,5700,1,0,0,0,2,2,4.2,6.2,0,231619,0,18238,249857,74887,20840,95727,37086,23975,156788,373,38526,1268,16,232,81,2600,NA,NA,49363,15,110
OH,0235,39,0235,335C,WEST JEFFERSON PUBLIC LIBRARY,30 E. MAIN ST.,WEST JEFFERSON,43162,1202,6148798448,7111,1,0,0,0,0,3.25,0.63,3.88,0,166874,0,15148,182022,38165,4205,42370,39155,108861,190386,6149,35133,142,NA,934,56,2200,39000,6240,41098,0,30
OH,0236,39,0236,336C,MILTON UNION PUBLIC LIBRARY,560 S. MAIN ST.,WEST MILTON,45383,1406,5136985515,10109,1,0,0,1,0,2,3.31,5.31,0,244180,0,27415,271595,99934,14107,114041,43143,83947,241131,63213,45504,3300,NA,1200,146,2800,46800,61100,109825,0,50
OH,0237,39,0237,337C,WESTERVILLE PUBLIC LIBRARY,126 S. STATE ST.,WESTERVILLE,43081,2095,6148827277,52790,1,0,0,0,9,16.7,26.6,43.3,2215,1857594,0,311313,2171122,851820,263310,1115130,396323,386741,1898194,586383,195201,3634,1103,4389,368,3500,NA,78468,934468,4377,3412
OH,0238,39,0238,338C,PORTER PUBLIC LIBRARY,27333 CENTER RIDGE RD.,WESTLAKE,44145,3947,2168712600,18361,1,0,0,5,8,9.05,25.33,34.38,571483,619195,0,81280,1271958,657878,117146,775024,231963,212010,1218997,3557,100580,2738,0,942,281,3400,306488,43420,449237,831,267
OH,0239,39,0239,339C,WESTON PUBLIC LIBRARY,MAIN ST. & LOCUST ST.,WESTON,43569,-1-1,4196693415,10797,1,1,0,0,1,2.7,4.55,7.25,710,258989,0,31781,291480,108000,21188,129188,59187,52333,240708,5079,58273,1088,0,421,157,4050,46800,2340,109301,329,5
OH,0240,39,0240,340C,WICKLIFFE PUBLIC LIBRARY,1713 LINCOLN RD.,WICKLIFFE,44092,2499,2169446010,17002,1,0,0,0,1.63,6.45,12.6,19.05,0,577992,0,34188,612180,320412,150648,471060,102657,80503,654220,33990,107820,4376,0,2262,224,3450,198484,13208,311165,7,461
OH,0241,39,0241,341C,WILLARD MEMORIAL LIBRARY,6 W. EMERALD ST.,WILLARD,44890,1498,4199338564,16501,1,3,0,3,1,6.4,7.6,14,2189,396207,0,31666,430062,171181,32715,203896,86398,80854,371148,10743,73293,1481,3,888,183,2800,129688,127400,188151,86,301
OH,0242,39,0242,342A,WILLOUGHBY-EASTLAKE PUBLIC LIBRARY,30 PUBLIC SQUARE,WILLOUGHBY,44094,7854,2169517900,69977,0,4,0,0,4.5,18.58,22.68,41.25,0,1318599,0,44251,1362850,623454,148109,771563,238321,278862,1288746,54069,139603,6831,NA,2436,355,9950,330720,NA,535104,2325,4749
OH,0243,39,0243,343C,WILMINGTON PUBLIC LIBRARY OF CLINTON COUNTY,268 N. SOUTH ST.,WILMINGTON,45177,1696,5133822417,19373,1,0,0,0,1,4,5.98,9.98,0,361056,7545,48559,417160,135061,17063,152124,51261,53215,256600,10373,67295,2678,NA,339,125,2700,132912,2652,171185,515,722
OH,0244,39,0244,344C,MONROE COUNTY DISTRICT LIBRARY,96 HOME AVE.,WOODSFIELD,43793,-1-1,6144721954,15497,1,0,0,0,0,2,2.75,4.75,0,285745,0,24035,309780,118100,30268,148368,75310,75360,299038,45364,45000,650,0,1100,143,2850,NA,233584,182000,1200,1200
OH,0245,39,0245,345C,WAYNE COUNTY PUBLIC LIBRARY,304 N. MARKET ST.,WOOSTER,44691,3593,2162620916,91396,1,5,1,15,10.3,10.3,48.71,59.01,0,1926731,0,203536,2130267,1040792,229347,1270139,495477,345219,2110835,16689,245502,12883,487,6003,543,18050,306332,91416,972829,3412,4814
OH,0246,39,0246,346C,WORTHINGTON PUBLIC LIBRARY,805 HARTFORD ST.,WORTHINGTON,43085,3112,6148853185,41941,1,0,0,0,10,12,25.89,37.89,1997,1683445,0,117475,1802917,816150,191184,1007334,442756,325304,1775394,58839,172855,12086,NA,2958,280,3500,578708,112632,1028415,3782,3530
OH,0247,39,0247,347C,GREENE COUNTY DISTRICT LIBRARY,76 E. MARKET,XENIA,45385,3109,5133762995,136731,1,6,0,1,17,18,68.25,86.25,277728,2791451,0,179718,3248897,1325319,253812,1579131,601521,492130,2672782,111113,443124,12570,87,6150,630,19125,627536,110760,1225008,2192,2985
OH,0248,39,0248,348C,"YOUNGSTOWN AND MAHONING COUNTY, PL OF",305 WICK AVE.,YOUNGSTOWN,44503,1003,2167448636,264807,1,20,0,0,52.6,60.4,100.75,161.15,1006487,5542084,66706,366480,6981757,2878584,815587,3694171,981833,1026349,5702353,58616,642344,1200,447,1448,1546,37450,835432,3068,1395876,3544,1857
OH,0249,39,0249,349C,DR. EARL S. SLOAN LIBRARY,SANDUSKY ST.,ZANESFIELD,43360,0116,-1-1-1-1-1,2410,1,0,0,0,0,0.58,0.25,0.83,2313,29545,0,7496,39354,11445,1415,12860,3207,11357,27424,5417,9186,NA,NA,9,44,1150,4472,30004,7386,6,16
OH,0250,39,0250,350C,MUSKINGUM COUNTY LIBRARY SYSTEM,220 N. FIFTH ST.,ZANESVILLE,43701,3508,6144530391,82069,1,4,0,NA,6,10,33.48,43.48,452,1610250,1658,221062,1833422,613259,155871,769130,290630,203879,1263639,8234,178953,2250,37,1632,NA,9050,80600,2704,471002,157,2835
OK,0001,40,0001,ADA,ADA PUBLIC LIBRARY,124 S. RENNIE,ADA,74820,,4054368121,17000,1,0,0,0,2,3,3.5,6.5,187850,9373,0,0,197223,99800,22450,122250,40562,34411,197223,0,58170,1200,0,536,200,2950,42900,5460,123161,9,285
OK,0003,40,0003,ALVA,ALVA PUBLIC LIBRARY,504 SEVENTH STREET,ALVA,73717,,4053271833,6200,1,0,0,3,0,2,1.25,3.25,86577,3419,0,15553,105549,50609,2615,53224,24551,18469,96244,610,43670,45,0,153,123,2300,29328,5980,56909,3,118
OK,0004,40,0004,ANADARKO,ANADARKO PUBLIC LIBRARY,302 W OKLA,ANADARKO,73005,,4052473087,7300,1,0,0,0,0,2,1,3,60475,24025,75000,468477,627977,35906,7738,43644,20864,8368,72876,333486,23427,251,0,60,61,2550,40560,11440,45638,0,157
OK,0005,40,0005,ANTLERS,ANTLERS PUBLIC LIBRARY,202 S HIGH,ANTLERS,74523,,4052985649,3100,1,0,0,0,0,0.75,0,0.75,20605,1709,0,197,22511,12088,2709,14797,3887,3805,22489,0,14638,36,0,6,4,1500,11440,4524,11298,0,51
OK,0006,40,0006,ARDMORE,ARDMORE PUBLIC LIBRARY,320 'E' N W,ARDMORE,73401,4398,4052238290,24900,1,0,0,0,0,6,6,12,256097,13729,0,21434,291260,161131,40080,201211,54561,25918,281690,25214,65040,2303,0,284,233,2808,121940,9100,148067,50,425
OK,0008,40,0008,BARNSDALL,BARNSDALL - ETHEL BRIGGS MEMORIAL LIBRARY,410 S FIFTH,BARNSDALL,74002,,9188472118,1450,1,0,0,1,0,0.5,0,0.5,5106,799,0,659,6564,4230,276,4506,1918,708,7132,0,11988,261,0,107,0,1000,3432,156,9155,0,1
OK,0009,40,0009,BARTLESVILLE,BARTLESVILLE PUBLIC LIBRARY,600 S JOHNSTONE,BARTLESVILLE,74003,,9183375210,35500,1,0,0,0,4,5,9.25,14.25,544188,19574,1968,996632,1562362,271278,57315,328593,102335,112923,543851,161459,76843,0,0,57,151,3250,132496,15600,162710,3,1161
OK,0010,40,0010,BEAVER,BEAVER COUNTY PIONEER LIBRARY,2ND & DOUGLAS,BEAVER,73932,,4056253076,7500,1,0,0,0,0,1.1,0,1.1,13500,4135,0,1853,19488,9045,672,9717,7901,1201,18819,0,11122,45,0,0,15,1750,14820,364,12440,0,175
OK,0011,40,0011,BINGER,BINGER PUBLIC LIBRARY,217 W MAIN,BINGER,73009,,4056562543,1000,1,0,0,0,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA
OK,0012,40,0012,BLACKWELL,BLACKWELL PUBLIC LIBRARY,123 WEST PADON,BLACKWELL,74631,2805,4053631809,8500,1,0,0,0,0,2,1.83,3.83,100298,4687,0,0,104985,56856,9873,66729,14514,16734,97977,4247,35558,1557,0,0,86,2300,27092,9724,112119,0,241
OK,0013,40,0013,BOISE CITY,BOISE CITY - SOUTAR MEMORIAL LIBRARY,102 S ELLISON,BOISE CITY,73933,,4055442715,2300,1,0,0,2,0,0.5,0,0.5,5790,0,0,4969,10759,4290,0,4290,3695,3390,11375,0,20063,0,0,0,10,1000,3900,260,13116,0,30
OK,0014,40,0014,BRISTOW,BRISTOW PUBLIC LIBRARY,10TH & MAIN,BRISTOW,74010,,9183676562,5700,1,0,0,0,0,1,1,2,36150,3853,0,3090,43093,18000,3413,21413,11313,9356,42082,1000,13750,250,0,0,29,2400,23400,1248,35258,0,223
OK,0015,40,0015,BUFFALO,BUFFALO PUBLIC LIBRARY,11 E TURNER,BUFFALO,73834,,4057352995,1450,1,0,0,1,0,0.2,0,0.2,2375,799,0,839,4013,1680,200,1880,681,1791,4352,0,7603,76,0,0,1,900,1664,52,2993,0,27
OK,0016,40,0016,CARMEN,CARMEN PUBLIC LIBRARY,5TH & MAIN STREET,CARMEN,73726,,4059872301,500,1,0,0,1,0,0.4,0,0.4,3000,0,0,896,3896,2732,236,2968,453,862,4283,0,5154,0,6,4,5,750,1144,52,1992,0,25
